sample_id,lot_id,tool_id,sequence,dose,focus_nm,pr_thickness_nm,peb_temp_c,field_x,field_y,cd_nm,cdu_3sigma_nm,ler_nm,defect_probability,spec_pass
S00404,L0020,T02,404,97.300693,0.055084,93.037108,109.62935,-0.797929,-0.58171,51.832035,3.081005,1.215284,0.030659,PASS
S00745,L0037,T01,745,98.045206,-0.084775,98.159178,110.529072,-0.208097,0.232189,47.479642,3.630853,1.163827,0.048011,FAIL
S00138,L0006,T01,138,97.464699,-0.136002,99.646805,113.713186,0.091048,-0.47589,48.756997,4.550144,3.840825,0.334608,FAIL
S00014,L0000,T02,14,103.292916,-0.071804,88.641439,109.448328,-0.688268,-0.282305,52.708331,3.386963,1.56412,0.048041,FAIL
S00040,L0002,T01,40,114.208419,0.019083,95.882857,111.848673,-0.639039,0.282437,53.199131,2.179828,2.484321,0.027471,FAIL
S00289,L0014,T01,289,112.435854,-0.013091,93.383393,106.678526,-0.360214,-0.536267,52.911485,1.804774,3.831929,0.040577,PASS
S00042,L0002,T01,42,91.151108,0.059429,97.37727,110.457572,-0.915004,0.12388,46.278937,3.020384,1.414078,0.03233,FAIL
S00741,L0037,T02,741,101.08186,-0.016474,92.356159,112.496128,-0.450413,-0.642673,52.689455,2.496395,2.394415,0.034512,PASS
S00554,L0027,T01,554,103.234204,-0.006878,102.928686,106.410464,0.501589,-0.364026,50.868837,1.968485,4.043228,0.052174,PASS
S00592,L0029,T01,592,93.515348,-0.047213,93.618097,113.942385,0.05542,0.524771,45.668472,2.730581,4.498699,0.123122,FAIL
S00564,L0028,T02,564,100.557815,-0.147441,92.052279,110.575204,0.888791,0.361675,51.725562,5.249115,1.165483,0.178026,FAIL
S00262,L0013,T02,262,102.590921,0.020367,89.753734,109.610758,0.981346,0.836473,53.216069,3.086527,1.187856,0.03036,FAIL
S00131,L0006,T01,131,90.641673,0.008053,100.583486,108.98778,-0.470552,0.040049,45.807535,1.822639,1.784305,0.013745,FAIL
S00221,L0011,T02,221,102.998036,-0.058068,99.455916,108.695629,-0.469472,0.512032,51.622409,2.93023,1.652139,0.033924,PASS
S00757,L0037,T02,757,99.358805,-0.049457,90.012934,112.965663,0.049442,0.278478,49.485375,2.936052,3.008497,0.069275,PASS
S00060,L0003,T01,60,99.290028,0.095525,96.211986,110.009809,0.722125,-0.164808,48.868963,3.574185,1.275182,0.048481,FAIL
S00368,L0018,T01,368,108.456033,0.000313,97.108694,,-0.617809,0.598092,52.554635,1.737331,1.931092,0.013798,PASS
S00255,L0012,T01,255,98.70757,-0.046489,102.504891,110.037365,0.213542,0.166517,47.652612,2.543682,1.288726,0.019901,PASS
S00167,L0008,T01,167,100.139629,0.044778,96.998874,107.671758,-0.001407,0.183734,48.90265,2.458617,2.271655,0.031285,PASS
S00294,L0014,T01,294,94.380878,-0.032894,97.733983,108.640543,-0.183201,-0.447062,48.017388,2.616958,1.931991,0.02997,PASS
S00331,L0016,T01,331,107.45955,0.042168,93.697586,108.376385,-0.446216,-0.85146,52.140327,3.306518,2.167885,0.061411,FAIL
S00204,L0010,T02,204,108.912931,-0.026958,97.610249,104.270727,-0.071013,0.800731,53.308293,2.31718,8.237167,0.430675,FAIL
S00345,L0017,T01,345,104.948313,-0.027877,97.706071,108.862868,-0.282818,0.500227,50.386926,2.263401,1.536458,0.01776,PASS
S00624,L0031,T01,624,97.86924,0.109061,98.482099,112.572822,-0.320107,-0.813785,47.715127,4.066709,2.267481,0.120485,FAIL
S00113,L0005,T01,113,104.453899,0.058918,95.676056,107.212333,-0.767351,0.065756,51.562985,3.326067,2.996927,0.095071,FAIL
S00291,L0014,T01,291,93.546443,-0.106929,94.670379,110.10062,0.520603,-0.6009,47.219899,4.025802,1.381025,0.075006,FAIL
S00778,L0038,T02,778,100.65925,0.143292,100.473374,111.847089,0.218511,0.298381,50.716571,4.455177,1.868398,0.134969,FAIL
S00518,L0025,T03,518,103.144885,0.063904,101.050817,110.605315,-0.617816,-0.348189,53.987186,2.754032,1.331962,0.024512,FAIL
S00232,L0011,T01,232,100.639155,-0.05333,103.29854,111.747286,,0.0604,50.123547,3.230176,1.641044,0.043719,FAIL
S00619,L0030,T01,619,101.591233,0.025528,93.796167,108.920506,-0.508721,0.984544,50.33083,3.065932,1.516205,0.035511,PASS
S00681,L0034,T02,681,98.865233,-0.008746,96.582489,107.451093,0.730318,-0.543912,51.373682,2.517525,2.512504,0.037422,PASS
S00434,L0021,T02,434,102.71139,0.057405,96.110564,108.835808,0.687018,0.818178,52.506322,3.483878,1.669197,0.055125,FAIL
S00623,L0031,T01,623,97.530533,-0.037037,87.479223,109.845478,0.461132,0.884627,49.803958,2.993154,1.280482,0.029401,PASS
S00145,L0007,T02,145,90.569189,0.126832,98.028621,109.428847,-0.425658,0.912591,48.551617,5.077326,1.663883,0.196191,FAIL
S00372,L0018,T02,372,96.516284,-0.055304,90.53992,108.273557,-0.894838,0.950146,51.495715,4.027414,1.88407,0.096731,FAIL
S00605,L0030,T03,605,103.99942,0.11447,90.26841,103.387118,-0.041394,0.024028,54.090619,3.757526,9.905281,0.873766,FAIL
S00423,L0021,T02,423,97.689464,0.275228,93.031258,109.944234,-0.361912,0.769402,53.018151,7.085822,1.510693,0.577647,FAIL
S00306,L0015,T01,306,103.933344,0.058202,102.070414,111.73475,-0.201193,-0.452069,50.248941,3.131195,1.921919,0.046536,PASS
S00136,L0006,T02,136,100.623541,-0.043179,95.259793,108.907417,-0.534865,-0.651234,51.532808,3.228752,1.613819,0.043045,FAIL
S00684,L0034,T03,684,91.735076,0.000974,96.419742,111.606632,0.345791,-0.414358,48.738901,1.821117,2.142161,0.016662,PASS
S00784,L0039,T02,784,91.137989,0.006692,91.474966,109.198395,-0.244931,-0.774189,49.483042,2.108577,1.774509,0.017614,PASS
S00560,L0028,T01,560,100.232012,-0.00204,83.586668,113.182506,0.250786,0.412547,49.516217,1.871163,3.259941,0.031738,PASS
S00358,L0017,T02,358,99.183729,-0.068796,91.652562,107.488634,0.223769,0.095625,50.625668,2.847532,2.824931,0.058497,PASS
S00029,L0001,T02,29,95.382955,0.082295,91.389373,109.813187,-0.060445,0.615885,48.406113,3.194984,1.064542,0.031249,FAIL
S00430,L0021,T02,430,102.963397,-0.175852,92.12895,385.465079,0.553763,-0.836662,53.294211,5.384561,2.175348,0.298918,FAIL
S00243,L0012,T03,243,101.074512,-0.185075,96.43685,108.691946,0.357177,0.069142,53.663931,5.486113,1.692364,0.263725,FAIL
S00330,L0016,T01,330,103.594404,0.008868,93.70162,105.627065,0.589323,-0.575148,50.709281,2.427428,5.363164,0.146718,PASS
S00427,L0021,T01,427,98.269138,0.146717,87.478654,112.241396,0.766106,-0.877669,50.449048,5.237001,2.407621,0.29786,FAIL
S00324,L0016,T01,324,98.828525,-0.144946,105.299771,111.920556,0.511442,0.932143,49.961057,4.835389,1.976503,0.189069,FAIL
S00597,L0029,T01,597,102.024195,0.074347,94.976177,106.682,0.701044,-0.430573,50.573414,3.167709,3.696854,0.118074,PASS
S00185,L0009,T01,185,98.55808,0.037279,87.627579,108.280459,-0.628951,0.337482,50.247893,2.79831,1.608014,0.029537,PASS
S00477,L0023,T01,477,100.154673,0.068503,100.127112,108.773659,-0.006963,0.911647,50.287669,3.502489,1.592488,0.053815,FAIL
S00497,L0024,T01,497,99.732414,0.100442,91.104415,108.89769,0.761151,0.516578,50.513212,3.808484,1.514889,0.066971,FAIL
S00116,L0005,T02,116,101.268001,0.00525,91.790544,107.007738,0.440552,-0.021674,50.512702,1.796856,2.967869,0.025444,PASS
S00009,L0000,T01,9,104.610906,0.073657,98.86148,105.883611,-0.712065,0.27011,51.484838,3.114216,4.830423,0.192247,PASS
S00062,L0003,T03,62,106.560647,-0.178794,99.472476,106.872635,-0.544634,0.500493,54.888326,5.130534,3.431069,0.403614,FAIL
S00311,L0015,T01,311,106.000558,0.065795,91.289375,111.154957,0.484182,-0.973893,52.512862,3.57508,1.665642,0.05945,FAIL
S00090,L0004,T03,90,98.182868,0.078555,91.284254,108.133302,0.606736,0.270782,51.432023,3.472331,2.112186,0.068613,FAIL
S00568,L0028,T02,568,94.160242,0.102641,92.631372,106.848132,-0.550304,-0.886999,50.697348,4.326018,3.262595,0.230205,FAIL
S00492,L0024,T01,492,101.195883,-0.064133,93.101044,109.806438,-0.265571,-0.23705,48.866137,2.431375,1.200178,0.01718,PASS
S00487,L0024,T02,487,95.278814,0.007178,94.479441,110.364674,0.93798,-0.668713,49.590094,2.36309,1.35279,0.017564,PASS
S00264,L0013,T02,264,109.104123,0.155451,91.215271,110.472277,-0.606397,0.898516,55.438488,5.257149,1.358094,0.195193,FAIL
S00250,L0012,T01,250,98.265723,-0.001046,91.136872,108.799704,-0.329787,0.819299,50.594865,2.167127,1.408094,0.015215,PASS
S00622,L0031,T01,622,99.31512,0.067579,98.268713,113.556046,0.279644,0.307341,48.401718,3.043435,3.826317,0.113908,PASS
S00252,L0012,T01,252,106.353841,0.091001,96.82072,110.474262,0.775979,-0.419484,51.816842,3.301547,1.625289,0.046102,FAIL
S00128,L0006,T03,128,102.248772,0.061329,91.606415,111.787484,0.436677,-0.549598,52.974483,3.154746,2.12266,0.052737,PASS
S00764,L0038,T01,764,93.820202,-0.019031,94.422873,108.414934,0.75806,0.776856,48.39695,2.466063,2.072988,0.028322,PASS
S00108,L0005,T02,108,99.028726,-0.169389,89.63116,110.059249,-0.923103,-0.710315,52.702734,5.694874,0.963116,0.224453,FAIL
S00534,L0026,T01,534,103.585762,-0.116931,93.622051,109.44246,-0.42895,0.788354,51.606008,4.53579,1.331973,0.111036,FAIL
S00565,L0028,T01,565,104.140826,0.014104,89.675727,109.077419,0.969366,-0.841406,51.952204,3.122103,1.483649,0.036647,PASS
S00718,L0035,T01,718,99.829953,0.050343,100.861759,106.20683,-0.339921,0.616316,48.25693,2.777853,3.999476,0.10018,PASS
S00512,L0025,T02,512,99.723636,-0.169181,92.553295,106.272543,0.576747,-0.751575,52.23183,5.467353,3.887049,0.540783,FAIL
S00786,L0039,T01,786,90.153421,0.061379,96.799724,111.987613,0.648983,-0.856085,47.128587,3.485255,2.277169,0.075451,FAIL
S00369,L0018,T02,369,99.487144,-0.018491,94.924723,109.997418,0.002522,-0.677677,51.092581,2.446807,1.118986,0.016668,PASS
S00010,L0000,T02,10,101.097974,0.103269,92.031479,109.302723,-0.847124,0.942396,52.766443,5.224917,1.246777,0.181406,FAIL
S00163,L0008,T01,163,104.104674,-0.056936,93.240024,114.572608,0.865183,-0.694932,51.734223,3.665456,5.239149,0.328593,FAIL
S00323,L0016,T02,323,95.738544,0.095977,93.872542,107.489822,0.953642,0.388548,49.649786,4.498853,2.521745,0.188609,FAIL
S00235,L0011,T02,235,101.767795,0.013113,100.170455,107.45103,0.861939,-0.276542,50.39802,2.504985,2.548076,0.037722,PASS
S00244,L0012,T02,244,94.147664,-0.065439,99.529451,110.269465,0.930891,-0.900816,49.766982,4.47108,1.211519,0.09933,FAIL
S00667,L0033,T03,667,97.798877,0.027166,95.904867,109.466068,-0.96776,0.624462,53.38111,2.964055,1.30905,0.029103,FAIL
S00002,L0000,T02,2,89.720807,-0.08023,97.287606,110.391164,-0.745166,-0.40145,47.3841,3.618206,1.864114,0.068284,FAIL
S00616,L0030,T01,616,99.713899,-0.062637,93.664207,110.150446,0.867262,0.793607,49.301047,3.765205,1.437461,0.062053,FAIL
S00162,L0008,T02,162,96.675572,-0.048677,95.681561,108.664355,-0.645743,0.458759,50.641898,2.846762,1.509921,0.029242,PASS
S00394,L0019,T01,394,98.901198,0.024782,,113.563046,-0.039891,0.704107,48.226301,2.256529,3.638967,0.054029,PASS
S00160,L0008,T01,160,98.770146,0.206667,93.295749,109.984779,0.5696,-0.409709,49.955361,5.354676,1.293563,0.203537,FAIL
S00468,L0023,T02,468,87.369359,0.122312,86.632948,112.218006,0.209597,-0.714773,49.29363,4.453302,2.808621,0.207134,FAIL
S00109,L0005,T01,109,86.723911,-0.021437,96.726498,110.162127,0.149454,-0.029553,43.318894,2.105916,1.543025,0.015504,FAIL
S00340,L0017,T01,340,106.877008,-0.077998,95.085535,109.086941,-0.36423,-0.148221,50.690763,3.318809,1.329344,0.040043,FAIL
S00399,L0019,T02,399,99.017433,-0.034664,97.266544,112.850616,0.861233,-0.951404,50.909612,3.28808,2.892945,0.087495,FAIL
S00567,L0028,T01,567,99.398209,0.050079,93.271994,109.373828,-0.073692,-0.143554,49.235806,2.480706,1.105521,0.017051,PASS
S00260,L0013,T01,260,99.373326,-0.067938,93.036125,111.139757,-0.870811,-0.971115,49.458454,4.523454,1.40339,0.113848,FAIL
S00263,L0013,T03,263,95.870662,-0.072682,93.94171,110.323806,0.69224,0.694442,51.383072,3.873718,1.26027,0.062065,FAIL
S00579,L0028,T01,579,96.842322,0.03543,88.868175,110.462186,-0.146289,0.713498,49.617276,2.779649,1.335046,0.02511,PASS
S00546,L0027,T02,546,97.22499,-0.064444,88.83472,107.486332,0.189051,0.644353,49.844813,3.271268,2.48808,0.070279,FAIL
S00702,L0035,T02,702,101.209473,-0.02365,102.65502,108.981072,-0.020539,-0.598409,51.586757,2.202631,1.60325,0.017449,PASS
S00429,L0021,T03,429,102.15216,-0.005092,92.867487,105.271269,0.631011,0.444529,54.499975,1.954837,5.846041,0.127825,FAIL
S00495,L0024,T02,495,96.565842,-0.017692,90.416328,114.214576,0.558971,-0.681397,49.355695,2.465801,5.018344,0.128343,PASS
S00173,L0008,T01,173,103.273657,-0.064043,97.756273,108.68993,0.439479,0.70316,50.034618,3.632249,1.742662,0.064918,FAIL
S00576,L0028,T01,576,105.972242,-0.193023,100.616989,107.093401,0.321415,0.178405,52.859828,4.995445,3.343257,0.363476,FAIL
S00385,L0019,T01,385,96.455459,0.018238,91.670842,111.407577,0.67378,-0.983151,48.401694,3.214525,1.664173,0.043662,FAIL
S00209,L0010,T01,209,97.378498,-0.082584,97.101742,110.937469,0.838458,0.155631,48.236558,3.340704,1.378292,0.041874,FAIL
S00450,L0022,T03,450,91.82998,0.07301,97.13991,108.661486,-0.026522,-0.569932,48.773395,3.390172,1.803653,0.054586,FAIL
S00519,L0025,T03,519,102.039289,-0.05312,97.615144,113.04881,-0.692819,-0.618119,53.009837,3.549532,3.227247,0.127257,FAIL
S00589,L0029,T01,589,95.614718,-0.06945,98.91444,107.666673,,0.82556,48.710061,4.328861,2.662233,0.177293,FAIL
S00469,L0023,T02,469,92.838309,0.178377,93.999407,110.022852,-0.488617,-0.42945,49.245501,5.086834,1.422755,0.17736,FAIL
S00413,L0020,T01,413,105.001103,0.020632,95.564812,109.583213,-0.507039,0.702423,50.628411,2.52144,1.677286,0.024052,PASS
S00045,L0002,T03,45,99.926798,-0.067146,98.320071,108.330758,0.519259,0.113744,52.072603,3.341504,1.946913,0.056421,FAIL
S00143,L0007,T01,143,106.365678,0.029534,95.269392,109.816395,0.091786,-0.34376,51.948235,2.860444,1.549254,0.030222,PASS
S00226,L0011,T02,226,105.60674,-0.009369,95.666875,108.336725,0.551603,0.185487,52.126352,2.246195,1.960624,0.021987,PASS
S00675,L0033,T03,675,99.881535,-0.023715,86.259012,106.315118,0.548679,-0.168252,52.58113,2.417669,3.796709,0.067176,PASS
S00767,L0038,T03,767,104.298898,0.044746,86.031164,109.61651,0.250376,0.269502,53.879327,2.623564,1.506023,0.023998,FAIL
S00587,L0029,T01,587,105.922274,0.051368,94.139196,111.414626,0.702513,0.050512,51.108986,3.222431,1.587406,0.042219,FAIL
S00428,L0021,T03,428,104.438602,0.141049,94.51389,110.213864,0.652029,0.173167,54.921499,4.916078,1.154172,0.137556,FAIL
S00212,L0010,T02,212,101.302945,-0.032505,96.469211,111.379889,-0.30908,-0.854692,52.062412,2.666496,1.840926,0.02981,PASS
S00175,L0008,T01,175,99.074465,-0.132177,94.935596,110.387505,0.435895,0.478879,48.144337,4.11541,1.422881,0.082523,FAIL
S00333,L0016,T01,333,99.926163,0.011423,97.56785,109.41735,0.724131,0.629497,49.592909,2.484605,1.011831,0.016265,PASS
S00708,L0035,T01,708,97.621394,-0.038386,92.425765,112.539193,0.523918,0.38147,48.232255,3.068332,2.503853,0.059727,PASS
S00396,L0019,T01,396,101.128028,0.038639,94.836077,111.717024,0.277897,-0.146351,49.574829,2.553195,1.760685,0.025863,PASS
S00290,L0014,T02,290,101.423918,-0.06872,97.316625,110.166366,-0.817863,-0.561191,51.474018,3.472028,1.223547,0.043222,FAIL
S00328,L0016,T02,328,101.574263,-0.048623,90.564275,108.778395,-0.431637,0.264626,51.636393,2.636385,1.361851,0.022461,FAIL
S00541,L0027,T01,541,103.782178,-0.082652,99.440501,110.942874,-0.039216,-0.838451,50.457064,3.413742,1.691317,0.05253,FAIL
S00284,L0014,T01,284,102.583841,0.042868,94.606786,112.128069,-0.187993,0.046338,49.511074,2.324945,1.995606,0.02401,PASS
S00732,L0036,T01,732,93.099913,0.022763,93.518919,109.15638,0.451242,0.969144,48.689519,3.222685,1.836568,0.048132,FAIL
S00610,L0030,T01,610,91.97912,-0.005458,99.781533,108.942103,0.592419,0.371085,45.240425,2.490425,1.977812,0.027496,FAIL
S00027,L0001,T01,27,101.801016,0.020577,96.647771,107.581924,0.516704,0.87157,47.959673,3.011179,2.731996,0.064023,PASS
S00538,L0026,T01,538,107.405393,0.019234,92.906037,110.183905,-0.459287,0.0854,52.098259,2.392355,1.468655,0.019188,PASS
S00030,L0001,T02,30,97.839472,0.073423,93.467838,111.741539,0.51904,-0.586002,49.628606,3.320992,1.796394,0.051266,FAIL
S00230,L0011,T03,230,94.727397,0.009946,102.899959,105.544003,-0.990351,-0.065801,49.752453,2.45694,5.213264,0.139859,PASS
S00686,L0034,T01,686,96.464836,0.026349,96.227979,108.250326,-0.852181,-0.384415,48.37399,2.849079,1.86389,0.035377,PASS
S00769,L0038,T02,769,106.143742,,93.65557,111.931249,-0.334212,0.289318,53.575344,2.211992,1.675575,0.018295,FAIL
S00196,L0009,T01,196,104.483914,0.039878,95.035945,115.131177,0.620244,-0.451314,52.369306,2.565035,6.667,0.285036,PASS
S00734,L0036,T01,734,100.348699,-0.004138,90.55969,108.152432,-0.23928,0.089192,48.998566,1.788128,2.095366,0.015778,PASS
S00104,L0005,T01,104,97.625583,-0.007147,103.27189,113.095527,0.930406,0.120141,46.589741,2.103511,2.964665,0.033205,FAIL
S00478,L0023,T02,478,104.015996,,92.842833,108.575812,0.666918,-0.740242,53.503218,3.0383,1.872091,0.041851,FAIL
S00785,L0039,T01,785,103.152755,0.091679,97.081618,110.160435,0.472245,0.315149,50.812212,3.563414,1.088555,0.043554,FAIL
S00765,L0038,T03,765,96.57924,0.017319,97.147513,111.482625,-0.68769,-0.536388,51.26973,2.455343,1.633658,0.022168,PASS
S00355,L0017,T02,355,92.780729,0.000435,90.076734,106.766352,-0.955756,0.960111,49.517844,3.535015,3.56371,0.147613,FAIL
S00446,L0022,T01,446,99.357779,0.134389,92.810876,108.999561,-0.703376,0.737554,49.347438,4.724547,1.578821,0.144977,FAIL
S00753,L0037,T01,753,103.391678,0.137582,94.234119,112.153176,-0.554634,-0.439901,51.044981,4.180059,2.182858,0.126488,FAIL
S00690,L0034,T01,690,103.464868,-0.005358,95.616482,109.611276,-0.105336,0.856802,51.208813,2.127696,1.197362,0.013106,PASS
S00771,L0038,T01,771,98.826807,-0.030329,98.820757,110.346544,-0.141543,0.062971,46.77987,2.132841,1.217497,0.01331,FAIL
S00488,L0024,T01,488,99.532336,-0.093991,100.732414,110.750157,-0.873825,0.1021,49.072797,3.908921,1.510442,0.07268,FAIL
S00736,L0036,T01,736,100.012828,-0.081945,89.71866,113.240109,0.900854,0.859698,50.958539,4.297667,3.227802,0.222387,FAIL
S00075,L0003,T01,75,92.88032,-0.10704,94.328947,110.801709,0.594494,-0.45291,48.498876,3.959381,1.547421,0.077238,FAIL
S00072,L0003,T01,72,84.81024,-0.00654,98.503105,110.851164,-0.049081,0.900645,45.103979,1.874464,1.95691,0.015802,FAIL
S00043,L0002,T02,43,106.141808,0.110123,93.892683,111.951411,-0.073434,0.539742,54.565298,4.071826,1.94336,0.103261,FAIL
S00058,L0002,T01,58,,-0.0166,96.620893,109.432526,-0.247214,-0.528102,50.573373,2.140371,1.244876,0.0136,PASS
S00615,L0030,T03,615,105.322512,-0.013319,97.594379,114.298346,0.74946,-0.214331,54.876116,2.838723,5.476029,0.209435,FAIL
S00301,L0015,T01,301,104.174848,0.021493,94.24803,110.574554,0.148048,0.158368,51.042892,2.08482,1.129371,0.012158,PASS
S00588,L0029,T01,588,98.157549,-0.091547,92.953146,109.498912,-0.541244,-0.584533,47.366455,3.497347,1.371304,0.047735,FAIL
S00084,L0004,T01,84,113.941521,-0.091222,102.730689,109.461891,-0.994416,0.466636,55.535252,4.277261,1.815879,0.114383,FAIL
S00102,L0005,T01,102,105.501193,0.019519,98.207845,110.633096,0.444478,-0.866752,52.197055,2.528336,1.359248,0.020394,PASS
S00700,L0035,T02,700,106.199755,0.014786,90.978926,112.707909,-0.3165,0.957165,52.245479,2.69841,2.901905,0.053637,PASS
S00195,L0009,T01,195,95.485807,0.043753,88.046694,108.705839,0.364037,-0.005806,47.510415,2.457074,1.863907,0.025124,PASS
S00309,L0015,T01,309,101.733784,-0.02185,102.854851,107.849217,-0.492657,-0.794103,48.775199,2.807754,2.129607,0.039289,PASS
S00422,L0021,T02,422,93.212249,-0.058899,93.284084,113.603281,-0.123239,-0.008942,48.026424,3.054505,3.921897,0.120373,PASS
S00397,L0019,T01,397,98.142842,-0.103607,91.696092,108.459889,0.667367,0.993809,49.665915,4.762799,1.571225,0.148767,FAIL
S00046,L0002,T01,46,98.961403,-0.01201,99.479823,112.074441,0.626084,0.295868,50.274556,1.86569,2.063031,0.016607,PASS
S00085,L0004,T02,85,96.230959,-0.088579,94.72805,109.878956,-0.451409,0.137912,49.569807,3.224093,1.19787,0.034407,FAIL
S00514,L0025,T01,514,101.242042,0.112199,92.218894,111.57083,0.933135,0.76768,51.224112,4.945735,1.47995,0.163849,FAIL
S00132,L0006,T02,132,107.914512,-0.030614,90.159995,111.389662,0.660408,-0.895168,53.507947,3.432508,1.631699,0.051744,FAIL
S00798,L0039,T02,798,107.475158,-0.069192,93.082436,110.59404,-0.144108,-0.738859,52.476374,3.417543,1.435852,0.046111,FAIL
S00419,L0020,T02,419,96.816867,-0.125953,97.206398,109.247829,0.718757,-0.901338,50.780426,4.625317,1.626749,0.137347,FAIL
S00152,L0007,T01,152,94.448675,0.02416,89.552879,113.926576,-0.872844,0.187332,46.989044,2.343454,4.331465,0.0829,FAIL
S00685,L0034,T01,685,105.338671,0.062933,89.359399,112.48884,-0.004179,0.672517,51.12476,2.963793,2.603383,0.057556,PASS
S00238,L0011,T01,238,99.968307,0.055482,101.412463,107.560786,-0.459031,-0.328421,49.809743,2.636362,2.342685,0.037913,PASS
S00583,L0029,T02,583,104.991132,-0.041402,98.135244,113.560323,0.224371,-0.838321,52.065971,2.874942,3.633463,0.090368,PASS
S00356,L0017,T01,356,98.19746,0.139593,93.236692,111.451366,0.818161,0.435574,49.430926,4.806454,1.322889,0.136862,FAIL
S00465,L0023,T01,465,93.284698,0.044874,91.42333,109.939739,-0.730961,0.458551,47.417447,3.271938,1.480313,0.041643,FAIL
S00638,L0031,T01,638,104.013925,0.066208,90.91338,111.790588,0.049657,-0.46891,50.810962,2.975238,2.010288,0.04263,PASS
S00447,L0022,T03,447,97.814562,-0.121078,91.869921,115.267072,0.863409,0.516228,52.978449,4.635633,6.848192,0.739539,FAIL
S00657,L0032,T01,657,93.105164,-0.009778,93.388197,106.754073,0.191113,-0.023609,49.179393,1.416065,3.639718,0.026117,PASS
S00272,L0013,T01,272,104.273759,-0.056942,92.716365,111.883047,0.125595,0.039052,50.299906,2.637715,1.883128,0.029732,PASS
